name	x	y	z
Fp1	0.029	-0.1065	0.0329
Fp2	-0.029	-0.1075	0.032799999999999996
F7	0.07	-0.06509999999999999	0.0317
F3	0.051	-0.0815	0.0861
Fz	-0.0	-0.09259999999999999	0.112
F4	-0.053	-0.0823	0.084
F8	-0.07	-0.06409999999999999	0.0318
FC3	0.063	-0.0531	0.1015
FCz	-0.0	-0.061399999999999996	0.1378
FC4	-0.065	-0.0541	0.1014
T7	0.085	-0.0065	0.0385
C3	0.071	-0.0176	0.1167
Cz	-0.0	-0.0233	0.1564
C4	-0.071	-0.0184	0.1146
T8	-0.084	-0.0085	0.038299999999999994
CP3	0.069	0.021	0.12229999999999999
CPz	-0.0	0.018600000000000002	0.16019999999999998
CP4	-0.07	0.019399999999999997	0.119
M1	0.078	0.039299999999999995	0.0086
M2	-0.079	0.039299999999999995	0.0086
P7	0.074	0.0516	0.0493
P3	0.057	0.056299999999999996	0.1133
Pz	-0.0	0.055	0.1413
P4	-0.058	0.053399999999999996	0.1119
P8	-0.073	0.0506	0.0492
O1	0.031	0.0922	0.06409999999999999
Oz	-0.0	0.0945	0.0704
O2	-0.031	0.0912	0.064
VEOG	n/a	n/a	n/a
HEOG	n/a	n/a	n/a
Trigger	n/a	n/a	n/a
